,country,region,co21980,co2pc1980,co2pc1981,co2pc1982,co2pc1983,co2pc1984,co2pc1985,co2pc1986,co2pc1987,co2pc1988,co2pc1989,co2pc1990,co2pc1991,co2pc1992,co2pc1993,co2pc1994,co2pc1995,co2pc1996,co2pc1997,co2pc1998,co2pc1999,co2pc2000,co2pc2001,co2pc2002,co2pc2003,co2pc2004,co2pc2005,co2pc2006,co2pc2007,co2pc2008,co2pc2009,co2pc2010,co2pc2011,co2pc2012,co2pc2013,co2pc2014,gdppc1980,gdppc1981,gdppc1982,gdppc1983,gdppc1984,gdppc1985,gdppc1986,gdppc1987,gdppc1988,gdppc1989,gdppc1990,gdppc1991,gdppc1992,gdppc1993,gdppc1994,gdppc1995,gdppc1996,gdppc1997,gdppc1998,gdppc1999,gdppc2000,gdppc2001,gdppc2002,gdppc2003,gdppc2004,gdppc2005,gdppc2006,gdppc2007,gdppc2008,gdppc2009,gdppc2010,gdppc2011,gdppc2012,gdppc2013,gdppc2014,logco2pc1980,logco2pc1981,logco2pc1982,logco2pc1983,logco2pc1984,logco2pc1985,logco2pc1986,logco2pc1987,logco2pc1988,logco2pc1989,logco2pc1990,logco2pc1991,logco2pc1992,logco2pc1993,logco2pc1994,logco2pc1995,logco2pc1996,logco2pc1997,logco2pc1998,logco2pc1999,logco2pc2000,logco2pc2001,logco2pc2002,logco2pc2003,logco2pc2004,logco2pc2005,logco2pc2006,logco2pc2007,logco2pc2008,logco2pc2009,logco2pc2010,logco2pc2011,logco2pc2012,logco2pc2013,logco2pc2014,loggdppc1980,loggdppc1981,loggdppc1982,loggdppc1983,loggdppc1984,loggdppc1985,loggdppc1986,loggdppc1987,loggdppc1988,loggdppc1989,loggdppc1990,loggdppc1991,loggdppc1992,loggdppc1993,loggdppc1994,loggdppc1995,loggdppc1996,loggdppc1997,loggdppc1998,loggdppc1999,loggdppc2000,loggdppc2001,loggdppc2002,loggdppc2003,loggdppc2004,loggdppc2005,loggdppc2006,loggdppc2007,loggdppc2008,loggdppc2009,loggdppc2010,loggdppc2011,loggdppc2012,loggdppc2013,loggdppc2014,co21980,co21981,co21982,co21983,co21984,co21985,co21986,co21987,co21988,co21989,co21990,co21991,co21992,co21993,co21994,co21995,co21996,co21997,co21998,co21999,co22000,co22001,co22002,co22003,co22004,co22005,co22006,co22007,co22008,co22009,co22010,co22011,co22012,co22013,co22014
130,Libya,mena,32068,8.356907326,8.606183917,8.838635132,8.41402898,7.63991977,8.110643322,8.526290887,7.924283742,8.624350958,8.621679816,8.290020355,9.432500074,8.01146169,8.190561021,9.090315405,9.299399571,8.768172089,8.787747848,8.750508392,8.457293753,8.793313638,8.836642938,8.647907853,8.747749285,8.819186138,8.986297415,9.0490347,8.361671805,9.245049472,9.452084811,9.997526326,6.355021474,8.381464264,8.902413296,8.95879433,,,,,,,,,,,6514.321504,7040.780942,7284.934382,6447.144638,5892.617612,5161.683342,5536.868265,5998.16161,5243.590481,6819.033114,7142.774452,6266.490972,3703.048308,4673.143913,5800.597969,8163.010778,9336.35667,11300.19134,14382.57629,10275.26656,12064.78069,5554.179164,13025.28139,10363.78949,6466.91027,2.123088422,2.152481005,2.179132468,2.129900429,2.033387102,2.09317719,2.143154435,2.069931936,2.154589709,2.15427994,2.115052425,2.244161181,2.080873228,2.102982396,2.207209606,2.229949836,2.171128357,2.173358461,2.169111801,2.135029235,2.173991619,2.178907046,2.157317425,2.168796443,2.176929591,2.195700908,2.202658089,2.123658384,2.224088216,2.246235332,2.302337695,1.849245284,2.126022632,2.186322397,2.192635657,,,,,,,,,,,8.78175834,8.859474372,8.893563711,8.77139262,8.681455594,8.549018034,8.619184325,8.699208303,8.564761749,8.827472969,8.873856559,8.742971823,8.216911626,8.449587339,8.665716289,9.007368348,9.141671377,9.332574937,9.573772773,9.237494982,9.398045801,8.622305926,9.47464747,9.24607323,8.774453726,26904.779,28811.619,30762.463,30414.098,28624.602,31418.856,34059.096,32566.627,36398.642,37322.726,36780.01,42863.563,37260.387,38947.207,44132.345,46020.85,44158.014,44975.755,45474.467,44620.056,47113.616,48100.039,47832.348,49167.136,50358.911,52108.07,53270.509,49959.208,56013.425,57978.937,61961.299,39702.609,52683.789,56266.448,56996.181
136,Sri Lanka,asia,0,0.226812161,0.264109516,0.290261849,0.310623365,0.243493505,0.244598449,0.225711611,0.24477582,0.206834039,0.203641802,0.223290759,0.238183026,0.292337505,0.281292875,0.305406396,0.323625417,0.384522854,0.412343687,0.421521521,0.46173278,0.545238127,0.552229542,0.579987695,0.576258098,0.634395262,0.619140825,0.608064532,0.622623506,0.610861328,0.65473331,0.654610165,0.742076616,0.784926512,0.752460918,0.885247473,267.668684,289.1306894,307.6383031,328.6504293,378.9371896,369.5819417,390.3507589,401.4771924,413.4549969,408.450843,463.6186318,513.2585353,547.0547194,576.7800126,647.5790491,714.2334273,756.6570729,817.064349,850.8114206,838.8838674,869.6965166,832.8034402,867.4912137,982.1956459,1065.784437,1248.698185,1435.817177,1630.388906,2037.322103,2090.401826,2799.648876,3200.833829,3350.521876,3610.289363,3819.25353,-1.483633089,-1.331391429,-1.236971836,-1.169174146,-1.41266501,-1.408137397,-1.488497152,-1.407412508,-1.575838551,-1.591392701,-1.499280505,-1.434715884,-1.229846305,-1.268358893,-1.186111943,-1.128168552,-0.955752054,-0.885898086,-0.863884445,-0.772768954,-0.606532649,-0.593791482,-0.544748391,-0.551199632,-0.455083077,-0.479422528,-0.497474264,-0.473813267,-0.492885305,-0.423527287,-0.423715388,-0.298302785,-0.242165181,-0.28440622,-0.121888043,5.589749962,5.666878798,5.728924752,5.794994661,5.937370465,5.91237248,5.967045717,5.995150726,6.024548674,6.012371572,6.1390623,6.240779686,6.304548833,6.357460933,6.47324087,6.571209838,6.628910143,6.705717854,6.746190507,6.732072279,6.768144319,6.724797648,6.765605383,6.889790521,6.971466368,7.129856836,7.269489427,7.396573858,7.61939153,7.645111588,7.937249287,8.071166626,8.116871397,8.191543204,8.247810272,3410.31,4033.7,4499.409,4884.444,3883.353,3956.693,3703.67,4074.037,3490.984,3483.65,3868.685,4176.713,5185.138,5042.125,5526.169,5903.87,7062.642,7616.359,7825.378,8617.45,10238.264,10443.616,11056.005,11078.007,12299.118,12101.1,11976.422,12354.123,12207.443,13175.531,13263.539,15137.376,16032.124,15489.408,18393.672
139,Lesotho,asia,37000,,,,,,,,,,,0.865230577,0.877535022,0.890885016,0.897513824,0.900337072,0.900044138,0.898602123,0.899960062,0.903203779,0.90416298,0.910975677,0.922271017,0.939409182,0.957470664,0.988986211,1.008551115,1.02458015,1.044591584,1.070318032,1.114768324,1.141124815,1.163902151,1.193828257,1.200327924,1.207715726,321.9994527,315.1316224,246.4002782,266.1883772,223.6426724,176.0182531,204.177833,252.3029106,288.4060903,297.2614225,350.0608392,404.1970899,466.2744404,458.5535585,471.8417914,527.6998379,489.1318193,507.1004656,464.8063925,451.9271579,436.488352,405.6053137,382.1901735,573.6537676,753.3807868,842.8130532,904.6034022,863.7796315,884.9626748,890.9963833,1183.42153,1391.341435,1329.274971,1245.247919,1279.494446,,,,,,,,,,,-0.144759245,-0.130638413,-0.11553991,-0.108126756,-0.104986061,-0.105311475,-0.10691492,-0.105404892,-0.101807082,-0.100745647,-0.093239081,-0.080916154,-0.062504131,-0.043460197,-0.01107489,0.008514761,0.024282919,0.04362598,0.06795583,0.108646602,0.132014456,0.151778283,0.177165166,0.182594789,0.188730746,5.774549846,5.7529904,5.506957361,5.584204243,5.410049566,5.1705877,5.318991345,5.530630392,5.664369523,5.694611962,5.858106966,6.001902605,6.144774389,6.128077097,6.156643742,6.268527633,6.192632022,6.228709141,6.141620959,6.113521012,6.07876169,6.005380553,5.945918321,6.352026022,6.624570793,6.73674517,6.807496618,6.76131768,6.785545469,6.792340368,7.076165123,7.238023622,7.192388938,7.127089921,7.154220315,0,,,,,,,,,,1474.134,1529.139,1587.811,1635.482,1675.819,1708.822,1738.158,1771.161,1804.164,1826.166,1851.835,1877.504,1906.84,1932.509,1983.847,2013.183,2038.852,2075.522,2126.86,2218.535,2277.207,2332.212,2405.552,2434.888,2467.891
141,Lithuania,europe,196617,,,,,,,,,,,,,5.985945298,4.750772617,4.746758126,4.46514675,4.367884612,4.290482015,4.563434349,3.885259168,3.475729068,3.712622788,3.817099115,3.754816757,3.922093528,4.184042091,4.329871871,4.693696086,4.69291649,3.958100057,4.348616303,4.553301311,4.629509672,4.273657237,4.378090123,,,,,,,,,,,,,,,,2168.796099,2328.153808,2830.737533,3166.895648,3113.546428,3297.354701,3530.147337,4146.987928,5505.535669,6706.966998,7863.162009,9240.642548,12297.91535,14961.56818,11837.39103,11984.86857,14357.73523,14341.18163,15693.78673,16545.12267,,,,,,,,,,,,,1.789414271,1.558307261,1.557461885,1.496302081,1.474278821,1.456399084,1.518075487,1.357189692,1.245804261,1.311738578,1.33949074,1.323039484,1.366625575,1.431277787,1.465537951,1.54622035,1.546054242,1.375764127,1.469857703,1.515852533,1.53245096,1.452469956,1.476612584,,,,,,,,,,,,,,,,7.681927499,7.752830875,7.948292569,8.060507096,8.043517686,8.10087582,8.169094888,8.330137549,8.61350935,8.810902116,8.969944096,9.131366702,9.417185043,9.613240071,9.379018532,9.391400181,9.572044116,9.570890512,9.661020163,9.713846635,0,,,,,,,,,,,,22148.68,17495.257,17359.578,16204.473,15731.43,15339.061,16197.139,13692.578,12163.439,12885.838,13142.528,12823.499,13245.204,13901.597,14158.287,15166.712,15009.031,12519.138,13468.891,13787.92,13831.924,12640.149,12838.167
142,Luxembourg,latam,44356,30.28056845,25.81383257,24.23766363,22.67666333,24.39670435,24.99959095,24.45960826,23.38176129,23.90988084,25.613572,26.19765877,27.43143411,26.95725378,27.14211963,25.29153813,20.35302784,20.37000905,18.92729765,17.32046621,17.85476973,18.88551226,19.93273314,21.1057455,21.93071098,24.5990264,24.82464668,24.01285765,22.95728271,22.38547222,20.87712517,21.6351358,21.10296963,20.08421949,18.49831971,17.36212137,17113.84225,14324.89197,13034.81166,12810.21883,12554.41718,12921.95842,18789.65708,23234.56658,26108.34396,27556.36359,34645.14324,37007.43875,40965.74432,41479.0872,45481.8922,52831.25237,52571.93499,47042.34711,47584.46439,51654.4028,48735.99549,48179.42085,52930.64115,65445.88503,75716.35108,80289.69641,89739.7117,106018.4928,114293.8433,103198.6693,104965.3061,115761.5077,106749.0136,113625.1329,118823.6484,3.410506202,3.250910494,3.187907772,3.121336349,3.194448056,3.218859463,3.197023115,3.151956286,3.174291798,3.243122367,3.265670047,3.311689586,3.294252418,3.301086751,3.230469879,3.013229689,3.014063675,2.9406052,2.85188882,2.882270684,2.938395081,2.992363262,3.049545302,3.087887982,3.202706865,3.211836977,3.178589422,3.133635216,3.108412187,3.03865407,3.074318651,3.049413771,2.999934407,2.917679901,2.8542909,9.747642903,9.569754,9.475378877,9.457998477,9.437827849,9.466683346,9.841061842,10.05339639,10.17001023,10.22398877,10.45291283,10.51887422,10.62049149,10.63294466,10.72506955,10.8748582,10.8699377,10.75880348,10.77026161,10.85233071,10.79417316,10.78268726,10.87673768,11.0889789,11.23474941,11.29339658,11.40466867,11.57136882,11.64652798,11.54441124,11.56138516,11.65928739,11.57823569,11.64066,11.68539573,11026.669,9427.857,8859.472,8291.087,8929.145,9167.5,9009.819,8668.788,8929.145,9658.878,10003.576,10615.965,10571.961,10788.314,10190.593,8316.756,8437.767,7939.055,7356.002,7686.032,8239.749,8800.8,9416.856,9904.567,11268.691,11547.383,11349.365,11019.335,10938.661,10392.278,10967.997,10938.661,10663.636,10051.247,9658.878
143,Latvia,latam,25266,,,,,,,,,,,,,5.410019286,4.688021644,4.329277649,3.799723226,3.723377456,3.475799381,3.345920924,2.836366473,2.682622965,2.988928918,2.992111413,3.221510038,3.271442282,3.352846325,3.611860039,3.779785259,3.629405756,3.376490018,3.849593455,3.541113332,3.471747548,3.518240904,3.498192882,,,,,,,,,,,,,,,,2329.270854,2429.591085,2682.316453,2977.148772,3151.325802,3352.731296,3572.80513,4132.349207,5134.905694,6351.080125,7558.742006,9667.9757,14044.01589,16348.53121,12219.37379,11326.21947,13702.68947,13822.80559,15032.28201,15716.36907,,,,,,,,,,,,,1.688252658,1.545010669,1.465400703,1.334928229,1.314631175,1.24582449,1.207741969,1.042523822,0.986795034,1.094915102,1.095979296,1.169850206,1.185230953,1.209809634,1.284222886,1.329667198,1.289068931,1.216836714,1.347967547,1.264441178,1.244658083,1.257961122,1.252246516,,,,,,,,,,,,,,,,7.753310559,7.795478244,7.894436048,7.998721334,8.055578533,8.117530605,8.181106317,8.326601339,8.543816757,8.756380176,8.930460054,9.176574228,9.549951669,9.701893338,9.410777987,9.334875624,9.525347404,9.534075086,9.617955302,9.662458064,0,,,,,,,,,,,,14143.619,12016.759,10912.992,9442.525,9149.165,8456.102,8063.733,6780.283,6351.244,6985.635,6912.295,7370.67,7403.673,7506.349,8012.395,8316.756,7902.385,7231.324,8074.734,7293.663,7062.642,7080.977,6974.634
146,Morocco,europe,52306,0.797604123,0.774234798,0.812946849,0.827907876,0.809643005,0.794059143,0.821632191,0.857975254,0.885930658,0.94100462,0.948994299,0.98873862,1.012755467,1.078850927,1.114949897,1.125193736,1.139196953,1.148011367,1.139739384,1.165094147,1.177518232,1.294879753,1.29874199,1.261163325,1.438174638,1.502894463,1.539548743,1.613007427,1.677409361,1.643708259,1.730134712,1.759680341,1.887117547,1.752379938,1.750794556,1078.838678,861.7975826,836.4355766,750.0216766,668.3852422,660.9467066,840.0113601,920.5915673,1066.330253,1071.177343,1206.011838,1266.849441,1299.421679,1199.319377,1326.941304,1432.310151,1561.129441,1396.769917,1472.38562,1447.968739,1334.943051,1339.293577,1416.488158,1725.458038,1952.90183,2018.025743,2196.01219,2499.259938,2890.360083,2866.924199,2839.925168,3046.949136,2912.658275,3121.681176,3171.699192,-0.226142891,-0.255880095,-0.207089548,-0.188853392,-0.211161863,-0.230597333,-0.19646244,-0.153180021,-0.121116596,-0.06080723,-0.052352488,-0.011325269,0.012674801,0.075896518,0.108809468,0.117955231,0.130323587,0.138031199,0.130799626,0.152801897,0.16340903,0.258417836,0.261396096,0.232034569,0.363374697,0.407392891,0.431489349,0.478100404,0.517250556,0.496954823,0.548199274,0.565132168,0.635050558,0.560974829,0.560069717,6.983640443,6.75902042,6.729149502,6.620102108,6.504864717,6.493673211,6.733415416,6.825016471,6.971978363,6.976513643,7.095074193,7.144288342,7.169674582,7.089509489,7.190631801,7.26704391,7.353164839,7.241917648,7.294639235,7.277916984,7.196643911,7.199897573,7.255935959,7.453247823,7.577071663,7.609874958,7.694398354,7.823749942,7.96913637,7.960995026,7.951532982,8.021896086,7.97682144,8.046126974,8.062022746,15944.116,15856.108,17058.884,17795.951,17814.286,17865.624,18881.383,20117.162,21176.925,22918.75,23542.14,24975.937,26039.367,28217.565,29640.361,30373.761,31195.169,31862.563,32038.579,33153.347,33905.082,37715.095,38254.144,37561.081,43310.937,45771.494,47425.311,50267.236,52900.142,52482.104,55958.42,57685.577,62731.369,59082.704,59863.775
148,Moldova,mena,20803,,,,,,,,,,,,,5.658816244,4.222846258,3.276449593,3.045274155,3.141359221,1.942777204,1.716679461,1.234733964,0.965214233,1.022913361,1.100182387,1.187528267,1.263730162,1.361666306,1.393071924,1.30813803,1.338363153,1.276290637,1.384630177,1.415302757,1.383552384,1.404532331,1.386829142,,,,,,,,,,,,,,,,476.988491,462.1697494,528.1804344,465.0539664,321.0262233,354.0037982,407.7348445,458.6778168,548.2896867,720.9409321,831.2052862,950.6482044,1230.434685,1695.972811,1525.526119,1958.133697,2363.593749,2446.725316,2668.683032,2674.116332,,,,,,,,,,,,,1.733214726,1.440509369,1.186760395,1.113590932,1.144655579,0.664118498,0.540391879,0.210855533,-0.035405199,0.022654792,0.095475972,0.17187406,0.234067794,0.308709175,0.331511326,0.268604775,0.29144734,0.243957931,0.325433084,0.347343471,0.324654383,0.339704387,0.327019948,,,,,,,,,,,,,,,,6.167492363,6.135932247,6.269437957,6.142153456,5.771522812,5.869307642,6.010617072,6.128348039,6.306803773,6.580557209,6.722876799,6.857144072,7.115122788,7.436011785,7.330094626,7.579747103,7.767938515,7.802505804,7.889340383,7.891374262,0,,,,,,,,,,,,20971.573,15628.754,12090.099,11191.684,11521.714,7099.312,6270.57,4503.076,3512.986,3714.671,3986.029,4290.39,4554.414,4895.445,4994.454,4679.092,4778.101,4550.747,4932.115,5038.458,4924.781,4998.121,4932.115
149,Madagascar,europe,58247,0.185525976,0.114448837,0.110000521,0.068677052,0.088854961,0.104943263,0.110164585,0.120881549,0.11785404,0.082655628,0.081884908,0.086587095,0.081678771,0.081293065,0.097101582,0.093883298,0.098119443,0.115010231,0.11737339,0.12549245,0.118846962,0.107117169,0.073711326,0.098470636,0.101546442,0.094991068,0.089148783,0.093403772,0.094441905,0.08610778,0.09257807,0.107595178,0.121103033,0.135748254,0.130420845,463.731466,400.7056031,381.8658013,369.4728714,300.5340906,283.9858034,314.7460511,240.9554524,223.0112764,221.682033,265.6761189,222.1537443,245.8643162,265.9345074,227.8369055,234.4940582,287.3565596,247.1294102,252.4652058,243.2527515,245.9390659,278.5557032,262.2859481,316.7998965,245.1235876,274.8197023,292.1507288,377.8481567,470.7331598,415.6894034,412.7309341,454.9630874,443.9047493,461.7209205,452.4615431,-1.684560374,-2.167627394,-2.207270177,-2.678340168,-2.42074989,-2.254335427,-2.205779804,-2.112944147,-2.138308369,-2.493072363,-2.502440579,-2.446604493,-2.504961152,-2.509694567,-2.331997611,-2.365702779,-2.321569736,-2.162734189,-2.142395058,-2.075509682,-2.129918647,-2.233832006,-2.607598815,-2.317996887,-2.287239028,-2.353972413,-2.417448586,-2.370823549,-2.359770395,-2.452155512,-2.37970299,-2.229379446,-2.111113583,-1.996953182,-2.036988788,6.139305648,5.993227001,5.945069241,5.912077318,5.705561194,5.648924249,5.751766127,5.484612072,5.407222337,5.401244071,5.582277969,5.403369684,5.504779824,5.583250066,5.428630046,5.457430249,5.660723813,5.509912127,5.53127344,5.494101032,5.505083806,5.629618051,5.569435314,5.758270333,5.501762523,5.616115255,5.677269864,5.934492413,6.154291394,6.029938355,6.022795889,6.120216289,6.095610011,6.13496064,6.114702772,1617.147,1026.76,1015.759,652.726,869.079,1056.096,1140.437,1287.117,1290.784,931.418,949.753,1034.094,1004.758,1030.427,1268.782,1265.115,1364.124,1650.15,1738.158,1917.841,1873.837,1741.825,1235.779,1701.488,1807.831,1741.825,1683.153,1815.165,1888.505,1771.161,1958.178,2339.546,2706.246,3116.95,3076.613
150,Maldives,asia,1467192,0.278027699,0.29098911,0.28066364,0.291289349,0.320875034,0.348248627,0.411048384,0.39735406,0.454474819,0.575853309,0.772318268,0.670351816,0.977804584,0.816215659,0.796571033,0.981179591,1.117716054,1.250862258,1.12009089,1.541730798,1.614331527,1.61380481,2.019314311,1.671867928,2.144134419,1.881642512,2.317859946,2.3303796,2.455685219,2.500713077,2.556735223,2.592472963,2.797073284,2.629413874,3.068372355,268.2949363,273.3510167,282.2229118,328.1234382,598.8709111,670.8712788,723.0164365,695.8103339,803.7299061,875.4117511,963.8417858,1064.057578,1205.651953,1328.606757,1431.623341,1569.963504,1737.700111,1926.24223,2011.869392,2154.228846,2234.579866,3039.334623,3049.197616,3475.983305,3941.431136,3639.966576,4809.963115,5574.451876,6614.159147,6636.412416,7076.662423,7291.42764,7265.613656,7928.457365,8499.365762,-1.280034534,-1.234469435,-1.270598337,-1.233438179,-1.136703534,-1.054838609,-0.889044349,-0.922927557,-0.788612771,-0.551902323,-0.25835855,-0.399952606,-0.022445441,-0.203076671,-0.227438972,-0.018999767,0.111287366,0.22383312,0.113409834,0.43290568,0.478920956,0.478594627,0.702758004,0.513941521,0.762735937,0.632145072,0.840644323,0.846031173,0.898405834,0.916575922,0.938731141,0.952612232,1.028573615,0.96676096,1.121147243,5.592086884,5.610756745,5.642697226,5.793389874,6.395046068,6.508577284,6.583431956,6.545077114,6.689263275,6.774694348,6.870927159,6.969844783,7.094775739,7.191886121,7.266564283,7.358807652,7.460317743,7.563326353,7.606819615,7.675188094,7.71180851,8.019393896,8.022633758,8.153632683,8.279299169,8.199729778,8.478444695,8.625949273,8.796967955,8.800326798,8.864557666,8.894454641,8.89090804,8.978213764,9.047746823,44.004,47.671,47.671,51.338,58.672,66.006,80.674,80.674,95.342,124.678,172.349,154.014,231.021,198.018,198.018,249.356,289.693,330.03,300.694,421.705,451.041,462.042,594.054,506.046,667.394,601.388,759.069,781.071,843.41,883.747,935.085,986.423,1111.101,1092.766,1334.788
152,Mexico,asia,348581,3.961751778,4.099403604,4.289944895,3.829532781,3.73389481,3.796893825,3.795908929,3.880765463,3.800867772,4.393378554,3.793373018,3.881986429,3.84378479,3.830377124,3.912978646,3.630863982,3.719042582,3.908311625,4.050613546,4.016948975,4.028144635,4.117498953,4.075235494,4.270511506,4.2224472,4.399422979,4.455657766,4.401555404,4.451117906,4.232033444,4.069560416,4.187104495,4.232175308,4.126499656,3.990446149,3027.37505,3803.030871,2597.982757,2147.719765,2478.210836,2569.239747,1733.91315,1862.886204,2247.981497,2687.914812,3112.268706,3661.947879,4170.623287,5650.026286,5854.417857,3928.223926,4412.116345,5289.167988,5481.181497,6157.192475,7157.8145,7544.568648,7593.137793,7075.369643,7484.486542,8277.671251,9068.294387,9642.680605,10016.5713,8002.972106,9271.398233,10203.42085,10241.72792,10725.18332,10922.37605,1.376686296,1.410841501,1.456273888,1.342742806,1.317451874,1.334183318,1.333923889,1.356032418,1.335229402,1.480098533,1.333255602,1.356346989,1.346457504,1.342963264,1.364298886,1.289470632,1.313466265,1.363105471,1.398868362,1.390522653,1.393305882,1.415245929,1.404928535,1.451733611,1.440414865,1.481473391,1.494174697,1.481957979,1.493155279,1.442682597,1.403534988,1.432009444,1.442716118,1.417429507,1.383903041,8.015451203,8.243553625,7.86249056,7.672161984,7.815292142,7.851365316,7.45813607,7.529882287,7.71778798,7.896521009,8.043107227,8.205750492,8.335820773,8.639415477,8.674951844,8.275942675,8.39210975,8.573416232,8.609075958,8.725376186,8.875959976,8.928583199,8.935000196,8.864374968,8.920587696,9.021316958,9.112539475,9.17395442,9.21199613,8.987568265,9.134689481,9.23047832,9.234225627,9.280349836,9.298568813,268453.736,284529.864,304837.71,278442.644,277624.903,288501.225,294559.109,307356.939,307067.246,361877.895,318427.612,331958.842,334698.091,339468.858,352780.068,332816.92,346417.823,369769.279,389087.035,391591.596,398382.88,412977.54,414389.335,440208.682,441308.782,466361.726,479251.231,480520.013,493251.837,475950.931,464308.206,484429.035,496324.783,490340.239,480270.657
156,Mali,mena,121015,0.055340201,0.054740966,0.049630055,0.055404745,0.056709711,0.051971753,0.047953536,0.044574081,0.047119129,0.050384751,0.049906431,0.050532295,0.050134492,0.050038428,0.049496298,0.048966513,0.049576364,0.051947878,0.07361918,0.074766869,0.075038791,0.073524788,0.072917727,0.070385669,0.070855206,0.070323187,0.071377113,0.073869367,0.075867656,0.055326539,0.064083885,0.067362072,0.062189497,0.062417537,0.083369355,248.1889337,212.7201131,180.5134612,171.9995887,160.2281015,177.7599163,232.8926085,259.3119491,265.4390139,262.9678504,317.3893069,315.4563173,319.8380297,310.1382515,223.018023,282.341255,282.6330008,267.1891588,281.8726309,323.1686388,269.8711377,307.4369205,334.8365206,392.524759,440.1684418,488.8281374,522.5783724,596.6901888,690.8824398,698.2183825,709.5819646,836.5098094,778.6694625,805.2596685,847.1502669,-2.894255673,-2.905142928,-3.003158681,-2.893090039,-2.869809813,-2.95705492,-3.037522737,-3.110602732,-3.055076225,-2.988066709,-2.997605407,-2.985142642,-2.993046045,-2.994964009,-3.0058574,-3.016618623,-3.004241091,-2.957514409,-2.608849689,-2.59338042,-2.589750086,-2.610132678,-2.618423501,-2.653765602,-2.647116836,-2.654653705,-2.639778007,-2.605457057,-2.578764825,-2.894502576,-2.747562351,-2.697673149,-2.777569152,-2.773909001,-2.484474483,5.514190286,5.359977279,5.195805352,5.147492086,5.076598434,5.180433855,5.45057744,5.558031774,5.581385111,5.572031783,5.760129118,5.754020217,5.76781471,5.737018171,5.407252589,5.643116463,5.644149239,5.587956867,5.641455305,5.778174289,5.597944577,5.72826993,5.813642415,5.972599615,6.087157476,6.19201097,6.258774968,6.391398032,6.537969679,6.548531923,6.564676014,6.729238247,6.657586646,6.691164795,6.74187809,392.369,396.036,366.7,418.038,436.373,407.037,381.368,359.366,385.035,418.038,421.705,436.373,443.707,454.708,462.042,469.376,487.711,524.381,762.736,795.739,821.408,828.742,847.077,843.41,876.413,898.415,942.419,1008.425,1070.764,806.74,964.421,1045.095,993.757,1026.76,1411.795
157,Malta,asia,134869,3.231041071,3.586735302,4.028211281,3.01770522,4.126294265,3.563982381,4.340964162,5.386307096,5.79625135,6.189700104,6.098379309,5.654020256,5.506215691,7.140274381,6.457415614,5.625559392,5.897624406,6.581212724,5.567784535,6.055245654,5.292462963,6.325824114,5.806537886,6.476880542,6.415248662,6.683221324,6.351303206,6.698844917,6.252313871,5.814186003,6.174949579,6.104795468,6.38190073,5.49231748,5.400613957,3948.403126,3898.243037,3788.050632,3527.04,3332.885357,3322.421283,4194.653939,5083.669139,5814.364771,6040.609862,7191.923603,7558.277383,8220.245518,7296.310144,8000.518005,9114.358065,9397.800918,9679.882857,10183.67599,10648.9889,11039.05651,11021.78636,11843.93902,13689.98999,15109.05497,15835.34667,16671.5672,19375.5696,21928.70067,20675.58259,21087.79469,22823.44311,21931.74762,23830.93706,25961.32788,1.172804398,1.277242402,1.393322427,1.104496682,1.417379732,1.270878566,1.468096481,1.68386001,1.75721139,1.822886637,1.808023049,1.732366842,1.70587758,1.965751204,1.865229178,1.727320391,1.774549627,1.884219033,1.716997225,1.800924947,1.666283726,1.844640321,1.758984504,1.868238997,1.85867776,1.899600105,1.848660021,1.901935111,1.832951615,1.760300794,1.820500717,1.809074605,1.853465973,1.703350294,1.686512643,8.281066504,8.268281227,8.239606821,8.168214271,8.111593681,8.108449098,8.341566122,8.533788551,8.668086819,8.706260256,8.880713954,8.930398584,9.014355356,8.89512404,8.987261569,9.117606258,9.148230996,9.177805079,9.228541324,9.273220228,9.309194855,9.307629171,9.379571541,9.524420187,9.62304951,9.669999851,9.721459985,9.871768252,9.995551591,9.936708698,9.956449701,10.03554349,9.995690529,10.07873989,10.16436332,1023.093,1144.104,1312.786,997.424,1364.124,1199.109,1485.135,1855.502,2013.183,2170.864,2159.863,2057.187,2024.184,2651.241,2420.22,2123.193,2240.537,2519.229,2145.195,2346.88,2064.521,2486.226,2299.209,2581.568,2574.234,2698.912,2574.234,2724.581,2559.566,2398.218,2559.566,2541.231,2680.577,2339.546,2346.88
