,country,region,co21980,co2pc1980,co2pc1981,co2pc1982,co2pc1983,co2pc1984,co2pc1985,co2pc1986,co2pc1987,co2pc1988,co2pc1989,co2pc1990,co2pc1991,co2pc1992,co2pc1993,co2pc1994,co2pc1995,co2pc1996,co2pc1997,co2pc1998,co2pc1999,co2pc2000,co2pc2001,co2pc2002,co2pc2003,co2pc2004,co2pc2005,co2pc2006,co2pc2007,co2pc2008,co2pc2009,co2pc2010,co2pc2011,co2pc2012,co2pc2013,co2pc2014,gdppc1980,gdppc1981,gdppc1982,gdppc1983,gdppc1984,gdppc1985,gdppc1986,gdppc1987,gdppc1988,gdppc1989,gdppc1990,gdppc1991,gdppc1992,gdppc1993,gdppc1994,gdppc1995,gdppc1996,gdppc1997,gdppc1998,gdppc1999,gdppc2000,gdppc2001,gdppc2002,gdppc2003,gdppc2004,gdppc2005,gdppc2006,gdppc2007,gdppc2008,gdppc2009,gdppc2010,gdppc2011,gdppc2012,gdppc2013,gdppc2014,logco2pc1980,logco2pc1981,logco2pc1982,logco2pc1983,logco2pc1984,logco2pc1985,logco2pc1986,logco2pc1987,logco2pc1988,logco2pc1989,logco2pc1990,logco2pc1991,logco2pc1992,logco2pc1993,logco2pc1994,logco2pc1995,logco2pc1996,logco2pc1997,logco2pc1998,logco2pc1999,logco2pc2000,logco2pc2001,logco2pc2002,logco2pc2003,logco2pc2004,logco2pc2005,logco2pc2006,logco2pc2007,logco2pc2008,logco2pc2009,logco2pc2010,logco2pc2011,logco2pc2012,logco2pc2013,logco2pc2014,loggdppc1980,loggdppc1981,loggdppc1982,loggdppc1983,loggdppc1984,loggdppc1985,loggdppc1986,loggdppc1987,loggdppc1988,loggdppc1989,loggdppc1990,loggdppc1991,loggdppc1992,loggdppc1993,loggdppc1994,loggdppc1995,loggdppc1996,loggdppc1997,loggdppc1998,loggdppc1999,loggdppc2000,loggdppc2001,loggdppc2002,loggdppc2003,loggdppc2004,loggdppc2005,loggdppc2006,loggdppc2007,loggdppc2008,loggdppc2009,loggdppc2010,loggdppc2011,loggdppc2012,loggdppc2013,loggdppc2014,co21980,co21981,co21982,co21983,co21984,co21985,co21986,co21987,co21988,co21989,co21990,co21991,co21992,co21993,co21994,co21995,co21996,co21997,co21998,co21999,co22000,co22001,co22002,co22003,co22004,co22005,co22006,co22007,co22008,co22009,co22010,co22011,co22012,co22013,co22014
14,Burundi,latam,187090,0.035282532,0.036957755,0.036002497,0.045658809,0.04761201,0.048627431,0.048025444,0.04960198,0.043986706,0.05044046,0.038429978,0.042831657,0.038053034,0.039212129,0.039784593,0.039811807,0.039936892,0.040730269,0.040312586,0.040373064,0.04254013,0.031468942,0.031724704,0.023352787,0.027765918,0.020912001,0.024582112,0.023786811,0.023465617,0.02270678,0.024515417,0.02701619,0.030538543,0.030365223,0.044699992,221.2318354,227.12812,231.3438523,240.7822921,213.6165178,242.0582491,245.9154281,225.0716996,209.4150634,209.8944126,208.1467554,209.7778979,190.489014,161.8875529,156.8123012,167.0989158,143.4023001,158.9146699,144.493064,128.9390833,136.4639708,134.3634475,123.117628,113.5673664,128.3366128,151.6814634,167.3764845,172.4958599,198.3529006,212.1368804,234.2356469,249.5779794,252.3589799,256.9760028,274.8579479,-3.344367282,-3.297979775,-3.324166982,-3.086558722,-3.044670239,-3.023567483,-3.036024325,-3.003724527,-3.123867827,-2.986961648,-3.258917447,-3.1504778,-3.268774461,-3.238769167,-3.224275552,-3.223591752,-3.220454771,-3.200783753,-3.211091551,-3.209592449,-3.157307413,-3.458754188,-3.450659596,-3.757038944,-3.583945982,-3.867432074,-3.705736255,-3.738624012,-3.752219036,-3.785091721,-3.708453094,-3.611318963,-3.488765688,-3.494457306,-3.107781956,5.399211181,5.425514264,5.443905142,5.483893173,5.364182435,5.489178396,5.504987689,5.416419016,5.344318232,5.346604607,5.338243386,5.346049342,5.249594524,5.086901976,5.055049556,5.118585947,4.965653968,5.068367391,4.973231506,4.85934007,4.91606063,4.900548423,4.813140224,4.732396197,4.8546566,5.021782686,5.120245673,5.150373236,5.29004777,5.357231729,5.456327647,5.519771409,5.530852597,5.548982706,5.616254411,146.68,157.681,157.681,205.352,220.02,231.021,234.688,249.356,227.354,267.691,209.019,238.355,216.353,227.354,234.688,238.355,242.022,249.356,249.356,253.023,271.358,205.352,212.686,161.348,198.018,154.014,187.017,187.017,190.684,190.684,212.686,242.022,282.359,289.693,440.04
15,Belgium,europe,388970,13.72329627,12.57955507,11.92668478,10.31207942,10.69696639,10.59744025,10.43154171,10.44717278,10.13514385,10.81351494,10.63967167,11.09099988,11.14648251,10.67503455,11.1051094,11.08115205,11.62383425,11.32885202,11.60191455,11.17302675,11.2296677,11.13371551,10.3854951,10.88211417,10.66129022,10.35539299,10.151039,9.744777191,9.751984809,9.249615685,10.17146522,9.054330011,8.56287875,8.689543091,8.328159898,12932.8606,10679.66389,9393.876692,8893.58613,8502.538597,8797.659679,12235.18414,15216.87102,16478.83159,16613.51665,20710.64434,21154.29184,23497.72741,22403.21682,24338.1377,28565.91915,27701.90329,25027.74459,25541.67472,25444.13926,23207.40591,23121.60114,25052.33939,30743.90254,35589.68912,36967.25918,38852.37293,44403.7669,48424.5756,44880.57302,44380.17663,47743.78053,44826.43961,46680.38982,47355.31201,2.619094846,2.532072883,2.478778308,2.333315967,2.369960186,2.360612486,2.344834073,2.346331394,2.316008973,2.380796735,2.364589625,2.406133958,2.411123978,2.367907796,2.407405309,2.405245652,2.453057667,2.427352748,2.451170132,2.413502548,2.418559178,2.409977938,2.340410131,2.38712054,2.366619445,2.337507446,2.317576065,2.276731469,2.277470834,2.224582003,2.319586272,2.203243098,2.147436436,2.162120359,2.119642531,9.467526685,9.276096641,9.14781334,9.093085636,9.048120056,9.08224102,9.412071026,9.630160027,9.709831902,9.717971899,9.938403066,9.959598088,10.06465899,10.01695984,10.09979985,10.25996965,10.2292564,10.12774027,10.1480667,10.14424071,10.05222673,10.04852257,10.12872249,10.33344696,10.47981124,10.51778791,10.56752443,10.70107958,10.78776272,10.71176031,10.70054818,10.77360409,10.71055341,10.75107944,10.76543428,135301.299,124021.607,117553.019,101630.905,105422.583,104472.83,102874.018,103116.04,100354.789,107461.435,106049.64,110959.753,111968.178,107652.119,112334.878,112327.544,118059.065,115341.818,118374.427,114260.053,115118.131,114527.744,107311.088,112914.264,111102.766,108510.197,107072.733,103545.079,104443.494,99863.411,110824.074,99944.085,95107.312,96970.148,93350.819
16,Benin,asia,220746,0.139097135,0.112310111,0.125105341,0.112552906,0.120856597,0.173986403,0.155688061,0.118857275,0.118496584,0.130855167,0.142157591,0.159512217,0.168501162,0.205206743,0.221397671,0.224780453,0.207591276,0.193809928,0.187593089,0.234411619,0.232860969,0.256497596,0.285000234,0.313037269,0.323642156,0.299985405,0.471266952,0.531738861,0.507237101,0.521063069,0.553283259,0.559691697,0.56234192,0.580952959,0.61420609,378.0438983,337.9781947,322.7776995,271.1292402,252.869785,244.4109989,303.3488979,344.5030708,346.7360377,311.6783039,393.6862144,385.753616,317.9628553,411.9260305,279.6665043,367.387341,387.4329246,361.1002698,379.442354,403.6237038,374.1923942,378.736054,418.6985763,519.2922847,583.4093514,601.799977,625.8300158,706.0533749,820.1508783,793.4522526,757.6959074,825.9403409,837.9429209,915.3156212,943.6746492,-1.972582777,-2.186491386,-2.078599169,-2.184331892,-2.113150585,-1.748778126,-1.859900883,-2.129831875,-2.132871146,-2.033664163,-1.950819041,-1.835634764,-1.780812633,-1.583737306,-1.507794778,-1.492631118,-1.572184152,-1.640877353,-1.673480082,-1.450676653,-1.457313703,-1.360635987,-1.255265278,-1.161433025,-1.12811683,-1.204021456,-0.752330568,-0.631602773,-0.67877673,-0.651884191,-0.591885186,-0.580369188,-0.575645216,-0.543085491,-0.487424756,5.935010322,5.822981381,5.776963849,5.602595608,5.532874672,5.49885123,5.714883621,5.842103004,5.848563792,5.741971579,5.975554182,5.955198865,5.761934569,6.020843796,5.633597837,5.906416717,5.959542736,5.889155675,5.938702685,6.000483018,5.924770088,5.936839535,6.037151273,6.252466894,6.368889086,6.399925126,6.439078794,6.559690836,6.709488321,6.676393365,6.630282128,6.716522544,6.730949985,6.819268947,6.849781455,517.047,429.039,491.378,454.708,502.379,744.401,685.729,539.049,553.717,630.724,707.731,821.408,898.415,1133.103,1265.115,1327.454,1265.115,1217.444,1213.777,1562.142,1598.812,1815.165,2079.189,2354.214,2508.228,2394.551,3872.352,4495.742,4411.401,4660.757,5089.796,5295.148,5471.164,5812.195,6318.241
17,Burkina Faso,europe,505364,0.06342019,0.079795452,0.080427283,0.08092381,0.061836945,0.061686819,0.060571874,0.063518718,0.066263378,0.095737173,0.066173051,0.069287423,0.067840845,0.0656434,0.065745043,0.062147134,0.068229866,0.075639822,0.078563833,0.08255275,0.089716851,0.083504269,0.081733493,0.085194017,0.084705971,0.083875344,0.098375854,0.115526282,0.130556631,0.127633346,0.125717252,0.13749616,0.158662722,0.179131863,0.162018438,282.6857353,254.2307807,245.0947024,217.9947508,193.8432403,200.8944225,256.7623188,291.1319639,313.0618911,304.8534388,351.9793229,346.4106724,240.963481,244.1270735,193.0702363,235.8321973,249.3602944,229.4931177,255.7182334,265.3401156,226.4759814,235.4912324,260.7635413,332.3443051,371.3230865,406.9988071,420.5825537,475.1100122,569.7613172,552.7455886,575.4464527,666.8401198,673.8215984,699.7794056,703.8200556,-2.757973014,-2.528288769,-2.52040182,-2.514247184,-2.783254278,-2.785685001,-2.803924619,-2.756420645,-2.714117902,-2.346148623,-2.715481984,-2.669491876,-2.690590832,-2.723518216,-2.721971002,-2.778250576,-2.684872892,-2.581772388,-2.543843825,-2.494317796,-2.411096668,-2.482857523,-2.50429141,-2.462824071,-2.468569184,-2.478423582,-2.318959891,-2.158257225,-2.035948192,-2.05859361,-2.073719925,-1.98415929,-1.840974575,-1.71963308,-1.820045135,5.644335805,5.53824244,5.501644676,5.384470984,5.267049793,5.302779509,5.548150827,5.673776649,5.746400906,5.719831133,5.863572432,5.847624986,5.484645391,5.497688883,5.263054041,5.463120524,5.518898816,5.435873041,5.544076188,5.581012458,5.422638897,5.461673683,5.563614025,5.806171495,5.917072537,6.008810254,6.041640783,6.163546382,6.345217531,6.314897839,6.355146179,6.502550317,6.512965385,6.550765151,6.556522721,432.706,557.384,575.719,594.054,465.709,476.71,480.377,517.047,553.717,821.408,583.053,627.057,630.724,627.057,645.392,627.057,707.731,806.74,861.745,931.418,1041.428,997.424,1004.758,1078.098,1103.767,1125.769,1360.457,1646.483,1917.841,1932.509,1961.845,2211.201,2629.239,3058.278,2849.259
18,Bangladesh,europe,464576,0.095911726,0.097003327,0.1024532,0.095609977,0.103187684,0.112760305,0.123010375,0.123994991,0.137961112,0.133612956,0.150558472,0.15095247,0.164360726,0.157744886,0.168261317,0.198107909,0.204248745,0.208587112,0.19601919,0.201584506,0.218311676,0.249496048,0.254435017,0.264649839,0.275239624,0.283948492,0.308980964,0.311100407,0.343107445,0.368245967,0.406145623,0.42481293,0.447035185,0.456320609,0.47365761,227.7519465,247.6496198,220.7188101,204.4176782,213.9966579,245.4539042,233.6580471,253.9744631,270.6996009,285.829214,306.2687038,293.1604155,293.6449985,300.5557532,299.5330397,329.4240846,394.7174751,401.4986908,407.4291862,409.5431969,418.0689683,415.0344266,413.0802546,446.3106592,475.2919198,499.4619402,509.6401429,558.0518603,634.9870565,702.26441,781.1535936,861.7584443,883.1050005,981.8398792,1118.853663,-2.344327031,-2.333010002,-2.27834917,-2.347478102,-2.271205774,-2.182490908,-2.095486578,-2.087514109,-1.980783431,-2.012808047,-1.893403752,-1.89079026,-1.805691718,-1.846776196,-1.78223705,-1.618943402,-1.58841669,-1.567398522,-1.629542716,-1.601546601,-1.521831531,-1.388312204,-1.368709812,-1.329347689,-1.290113201,-1.258962423,-1.174475609,-1.167639567,-1.06971163,-0.999004175,-0.901043506,-0.856106372,-0.805117974,-0.784559627,-0.74727056,5.428257083,5.512014924,5.396889539,5.320165343,5.365960398,5.503109167,5.453858709,5.537233723,5.601009722,5.655394479,5.724462834,5.680719952,5.68237155,5.705633272,5.702224728,5.797345932,5.978170256,5.995204273,6.009867141,6.015042385,6.035646415,6.028361472,6.023641895,6.101015255,6.163929183,6.213531399,6.233704875,6.324451898,6.453604615,6.554309986,6.660771793,6.758975004,6.783444107,6.889428239,7.020059925,7638.361,7931.721,8599.115,8236.082,9123.496,10234.597,11463.042,11862.745,13545.898,13454.223,15533.412,15940.449,17748.28,17407.249,18969.391,22816.074,24029.851,25063.945,24048.186,25236.294,27869.2,32456.617,33707.064,35672.576,37704.094,39478.922,43541.958,44381.701,49511.834,53736.218,59937.115,63413.431,67505.803,69709.67,73189.653
19,Bulgaria,europe,0,8.744238667,9.03643153,10.10727531,10.10833662,9.749961471,9.992783476,10.21729994,10.214134,9.718843491,9.771261867,8.54301079,6.666757565,6.347137362,8.00979638,6.414520789,6.900326395,6.763241038,6.209849583,5.934325293,5.356718076,5.328034342,5.800066474,5.695266947,6.084370085,6.064891808,6.256282044,6.445333272,6.925435282,6.772087541,5.731193724,5.964900206,6.71538056,6.119456526,5.450695963,5.871615869,2238.802958,2234.814816,2169.004011,1852.813434,1963.572676,1914.550647,2260.427281,3132.30136,2511.393063,2477.020818,2366.529821,1267.734375,1211.980878,1278.247173,1148.494399,2244.516909,1457.035619,1348.827568,1809.683845,1648.104859,1609.882452,1757.44378,2076.830682,2698.624248,3363.799644,3869.529455,4490.201777,5885.949252,7261.754492,6969.558557,6843.26695,7813.806692,7378.02473,7646.839866,7864.760672,2.168395045,2.201264354,2.313255492,2.313360491,2.277263333,2.30186318,2.324082356,2.323772447,2.274066629,2.279445615,2.145113497,1.89713362,1.848003902,2.08066534,1.858564294,1.931568714,1.911502219,1.826136674,1.780753339,1.678351488,1.672982379,1.757869379,1.73963547,1.805723202,1.802516703,1.833586086,1.863356345,1.935200907,1.912809391,1.745923838,1.785892325,1.904400501,1.81147329,1.6957433,1.770129872,7.713696608,7.711913647,7.68202336,7.524460538,7.582520887,7.557238225,7.723309137,8.049523272,7.828592883,7.814811834,7.769179951,7.14498663,7.100011389,7.153245022,7.046207145,7.716245592,7.284159253,7.206991026,7.500907438,7.407381336,7.383916444,7.471615635,7.6385983,7.900497384,8.12082646,8.260888191,8.409652919,8.680323307,8.890376744,8.849307167,8.831020521,8.963647537,8.90626123,8.942047752,8.970147386,77487.377,80343.97,90131.193,90365.881,87366.275,89540.806,91528.32,91634.663,87289.268,86739.218,74480.437,57549.898,54205.594,67861.502,54161.59,58004.606,56559.808,51616.692,48998.454,43981.998,43530.957,46453.556,44634.724,47307.967,46801.921,47916.689,48991.12,52254.75,50740.279,42665.545,44114.01,49346.819,44708.064,39599.933,42416.189
20,Bahrain,europe,75764,21.91714367,22.7888779,25.49180205,20.75587079,22.6111781,24.30514892,25.40371182,25.45830132,26.14679986,24.39905256,25.05885496,23.30000981,20.84167995,27.30708305,26.90951321,26.28778759,26.99557258,29.111344,29.9896904,28.30868397,28.05103737,19.96611831,21.3541623,21.14848827,21.10026101,21.60202842,19.64700684,25.91525689,26.70698996,23.81076404,23.58551891,22.41540397,20.51917507,23.81127184,23.45540632,8537.929379,9269.269617,9446.158002,9421.285655,9590.730202,8706.766601,7041.601959,7555.100464,7958.747925,8030.904659,8528.983334,9055.679936,9082.758533,9698.189063,10130.50523,10376.9717,10544.70357,10672.16601,10076.22062,10401.54581,13636.40824,12868.28479,13102.37021,14222.04738,15846.55279,17959.25933,19307.91491,20976.54353,23066.5099,19355.90467,20722.13729,22514.23795,23654.35139,24744.35763,24989.40012,3.087269147,3.126272606,3.238356912,3.032829136,3.11844439,3.190688218,3.234895298,3.237041871,3.263726807,3.194544302,3.221227256,3.148453782,3.036954825,3.307146121,3.292479875,3.269104481,3.295672874,3.371127926,3.400853669,3.343168612,3.334025614,2.994036752,3.061246676,3.051568426,3.049285411,3.072787219,2.977925003,3.254831864,3.284925327,3.170137749,3.160632918,3.1097484,3.021359818,3.170159075,3.155101015,9.052273796,9.134459865,9.153363377,9.15072684,9.168552307,9.071855773,8.859590974,8.929978172,8.982026971,8.99105246,9.051225446,9.111147457,9.114133229,9.179694453,9.223306471,9.24734437,9.263378982,9.275394324,9.217933533,9.24970971,9.520498571,9.46252102,9.480548425,9.562548672,9.670707266,9.795861101,9.86827039,9.951160118,10.04613706,9.870752803,9.938957842,10.02190319,10.07130237,10.11635277,10.12620702,7887.717,8525.775,9838.561,8228.748,9207.837,10194.26,11012.001,11430.039,12163.439,11738.067,12427.463,11877.413,10901.991,14642.331,14789.011,14818.347,15621.42,17319.241,18404.673,18019.638,18643.028,13927.266,15698.427,16468.497,17509.925,19207.746,18830.045,26846.107,29768.706,28217.565,29266.327,28650.271,26673.758,31312.513,31338.182
22,Bosnia and Herzegovina,europe,215004,,,,,,,,,,,,,3.555547236,3.089893029,0.820680123,0.895429676,1.130952802,2.246682477,2.836905989,2.772275879,3.67562599,3.558116177,3.804157433,3.851050178,4.14708142,4.303598542,4.664794722,4.691454151,5.368241131,5.541816272,5.741760834,6.5243639,6.174441854,6.187911438,6.384938819,,,,,,,,,,,,,,,319.0130351,487.4767772,740.0985068,982.8018491,1102.390983,1251.747261,1467.776477,1530.814816,1769.199828,2224.745864,2814.999895,2980.602109,3416.510596,4193.373652,5090.932345,4714.702495,4635.517779,5092.551943,4778.636088,5131.394506,5329.635045,,,,,,,,,,,,,1.268508986,1.128136472,-0.197621864,-0.110451591,0.123060465,0.809454673,1.042714018,1.0196686,1.301723456,1.269231241,1.33609453,1.348345885,1.422404815,1.459451543,1.540043829,1.545742588,1.680500319,1.712322294,1.747765929,1.875543462,1.82041849,1.822597621,1.853941907,,,,,,,,,,,,,,,5.765231964,6.189242653,6.606783295,6.890407522,7.005236721,7.132295663,7.291503934,7.333555432,7.478282649,7.70739797,7.942717503,7.999880609,8.136375016,8.341260856,8.535216265,8.458441096,8.441503182,8.535534348,8.471910448,8.543132735,8.581038043,0,,,,,,,,,,,,15053.035,12603.479,3230.627,3428.645,4257.387,8393.763,10593.963,10377.61,13787.92,13362.548,14301.3,14488.317,15610.419,16204.473,17564.93,17652.938,20153.832,20703.882,21275.934,23886.838,22258.69,21921.326,22233.021
23,Belarus,asia,0,,,,,,,,,,,,,8.556931578,7.497670183,6.361224895,5.961662841,5.921699705,5.886700306,5.770180554,5.596280066,5.389745291,5.314049012,5.311929657,5.464145912,5.977157999,6.122471586,6.462446658,6.330314039,6.623163555,6.439684267,6.64269666,6.762517349,6.67999159,6.736652251,6.701957705,,,,,,,,,,,2124.840514,1765.744556,1667.681777,1590.095882,1460.059076,1370.676559,1452.445488,1396.501786,1511.770053,1210.61172,1276.288034,1244.373185,1479.314583,1819.766059,2378.623286,3125.810535,3847.434124,4735.657608,6377.369732,5351.355382,6181.399916,6519.230195,6940.159254,7978.872615,8318.51269,,,,,,,,,,,,,2.146741665,2.01459233,1.850220952,1.785349442,1.77862352,1.772695621,1.752703372,1.722102103,1.684498128,1.67035407,1.66995517,1.698207826,1.787945204,1.811965869,1.866007986,1.845349846,1.890573134,1.862479512,1.893518005,1.91139521,1.899116729,1.907563103,1.902399678,,,,,,,,,,,7.661452026,7.476327725,7.419189784,7.371549597,7.286232177,7.223059736,7.281003958,7.241725664,7.321036464,7.098881065,7.15171117,7.126387216,7.29933414,7.506463233,7.774277148,8.0474489,8.255161744,8.462875878,8.760511024,8.58510515,8.729300048,8.78251158,8.84508,8.984552404,9.026238755,0,,,,,,,,,,,,87417.613,76768.645,65056.247,60773.191,60164.469,59555.747,58099.948,56112.434,53787.556,52760.796,52405.097,53530.866,58158.62,59167.045,62071.309,60523.835,63105.403,61220.565,63043.064,64062.49,63222.747,63769.13,63497.772
24,Belize,asia,27998,1.322770629,1.242494884,1.137617162,1.106063329,1.074850169,1.156214187,1.211030383,1.304233593,1.392832406,1.638936278,1.66191243,1.880237328,1.830442972,1.911229519,1.854591432,1.824968714,1.441646698,1.754228721,1.608584806,1.457667331,1.601342418,1.753974508,1.649170281,1.606035075,1.419035529,1.485923185,1.523044393,1.594214531,1.422230406,1.864645405,1.671656371,1.821080012,1.410384615,1.484980403,1.400941234,1373.093007,1328.828149,1202.682026,1232.837378,1336.98759,1289.367289,1366.04973,1612.451575,1787.951383,2011.968729,2197.185023,2326.821554,2666.8816,2832.975327,2880.125446,2996.382928,3001.83372,2952.948596,2992.444754,3065.979673,3364.423711,3418.216676,3554.230347,3675.880301,3825.78733,3926.013742,4178.925373,4315.834964,4460.634144,4243.433284,4331.434517,4501.602637,4626.709615,4652.509003,4790.941262,0.279728498,0.217121361,0.128935866,0.100807161,0.072181274,0.145151036,0.191471553,0.265615583,0.331339376,0.49404742,0.507969006,0.631398007,0.604557999,0.647746762,0.61766442,0.601562844,0.365786001,0.562029285,0.47535479,0.37683744,0.470842289,0.56188436,0.500272301,0.473768455,0.349977436,0.396036252,0.420711222,0.466381158,0.352226348,0.623070904,0.513814974,0.599429738,0.343862444,0.395401576,0.337144321,7.224821143,7.192052742,7.092309363,7.117073603,7.198174295,7.161906903,7.219678445,7.385511017,7.488825765,7.606868989,7.694932285,7.752258475,7.888665129,7.949082791,7.96558913,8.00516115,8.006978621,7.990559474,8.003845976,8.02812243,8.121011968,8.136874254,8.17589382,8.209547921,8.249519563,8.275379875,8.337809405,8.370046087,8.40304622,8.353127957,8.373654063,8.412188754,8.439601228,8.445161924,8.474482177,190.684,183.35,172.349,172.349,172.349,190.684,205.352,227.354,249.356,300.694,311.695,359.366,355.699,377.701,374.034,377.701,308.028,388.702,370.367,348.365,396.036,447.374,432.706,432.706,392.369,421.705,443.707,476.71,436.373,586.72,539.049,601.388,476.71,513.38,495.045
26,Bolivia,latam,90802,0.836585193,0.841265269,0.747988294,0.723163223,0.667484622,0.667594741,0.598657818,0.625506551,0.654790381,0.743099024,0.838648581,0.856676355,0.929434346,1.070587391,1.15655878,1.292196961,1.263301542,1.378568302,1.357332766,1.264809558,1.314642306,1.004764671,1.189084544,1.24555305,1.225562819,1.319869705,1.602553194,1.290181483,1.361717085,1.415267066,1.512986598,1.580913906,1.810942546,1.794477165,1.90636432,811.2848631,1030.833416,960.9836129,913.9751588,1019.057762,870.1856484,627.3985293,671.0751255,698.6926399,701.6661474,709.0596725,762.0780331,788.1519898,784.1917393,801.0460297,880.992224,950.8565084,998.5153242,1049.499374,1003.392231,997.5824599,948.8712066,904.2266273,907.5371101,967.406992,1034.31124,1218.874459,1372.628225,1715.208922,1754.211061,1955.461557,2346.33717,2609.880819,2908.200085,3081.878834,-0.178426919,-0.172848248,-0.290367951,-0.324120324,-0.404238927,-0.404073965,-0.5130651,-0.469193476,-0.423440124,-0.296925967,-0.175963515,-0.15469508,-0.073179108,0.068207461,0.145449027,0.25634384,0.233728565,0.321045498,0.305521573,0.234921564,0.273564618,0.004753356,0.17318372,0.219579648,0.203400183,0.277533023,0.471598104,0.254782893,0.308746466,0.347318253,0.414085577,0.458003101,0.593847453,0.584713707,0.645197931,6.698619242,6.938122896,6.867957357,6.817803393,6.926633717,6.768706578,6.441581952,6.508881091,6.549210932,6.553457717,6.563939687,6.636048956,6.669690952,6.664653556,6.685918411,6.7810488,6.857363166,6.9062695,6.956068543,6.911141769,6.905334812,6.855273075,6.807080023,6.810734458,6.874619288,6.941491016,7.105683137,7.224482593,7.447290173,7.469774497,7.578381535,7.76061074,7.867059836,7.975289641,8.033294701,4668.091,4792.769,4349.062,4290.39,4041.034,4125.375,3777.01,4030.033,4308.725,4994.454,5757.19,6006.546,6655.605,7829.045,8635.785,9849.562,9827.56,10942.328,10989.999,10443.616,11067.006,8621.117,10395.945,11092.675,11114.677,12185.441,15056.702,12332.121,13237.87,13989.605,15203.382,16145.801,18793.375,18918.053,20410.522
27,Brazil,europe,177508,1.550121183,1.390352265,1.361098386,1.28724347,1.275133165,1.33986355,1.440047634,1.472977772,1.457685287,1.462631966,1.40189577,1.446313753,1.430744302,1.471087009,1.518847687,1.594541722,1.729996821,1.797434636,1.839317927,1.85802905,1.876441307,1.90429564,1.850682075,1.769005571,1.835946431,1.865977058,1.847654542,1.910334175,2.018593476,1.893620024,2.144736395,2.224711944,2.358548364,2.505408788,2.612933521,1947.27643,2132.883317,2226.767261,1570.539747,1578.926417,1648.082104,1941.491109,2087.307605,2300.376844,2908.496158,3100.280468,3975.390089,2596.919876,2791.209124,3500.61149,4748.215529,5166.163745,5282.008828,5087.152221,3478.37273,3749.75325,3156.798718,2829.283192,3070.910491,3637.462389,4790.437088,5886.463588,7348.030794,8831.023117,8597.915352,11286.24302,13245.61553,12370.0242,12300.32258,12112.5903,0.43833311,0.329557143,0.308292011,0.252503087,0.243050616,0.29256778,0.364676192,0.387286047,0.376849758,0.380237529,0.337825442,0.36901808,0.3581948,0.386001589,0.417951947,0.466586373,0.548119571,0.586360446,0.609394811,0.619516275,0.629377061,0.644112197,0.61555426,0.570417564,0.607560115,0.623784808,0.61391702,0.647278187,0.70240097,0.638490354,0.763016652,0.799627444,0.85804633,0.91845191,0.960473545,7.574186973,7.665230013,7.708306154,7.359174627,7.364500412,7.40736753,7.57121157,7.643630287,7.740828234,7.975391442,8.03924786,8.287878158,7.862081359,7.934230159,8.160692944,8.465524148,8.54988567,8.572061764,8.534473468,8.154319857,8.229445317,8.057313729,7.94777867,8.029729373,8.199041572,8.474376936,8.680410687,8.902187637,9.086026155,9.059275052,9.331339831,9.491421873,9.423031422,9.417380767,9.402000711,187090.34,171806.284,172176.651,166632.147,168806.678,181248.809,198883.412,207530.198,209363.698,214024.455,208886.988,219330.604,220705.729,230738.641,242154.012,258347.484,284782.887,300547.32,312289.054,320173.104,327983.814,337433.673,332266.87,321621.569,337826.042,347308.904,347668.27,363212.683,387631.236,367147.374,419754.156,439412.943,470028.726,503677.118,529808.16
